GEN,REP,LOC,Group,YR,PT,Cluster,LocYR,ENV,TEMP_v3,RH_v3,VPD_v3,TEMP_veg,RH_veg,VPD_veg,TEMP_flow,RH_flow,VPD_flow,TEMP_gf,RH_gf,VPD_gf,Region,Yield
H22,1,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,17.135
H1,2,MAN,600,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.855
H2,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,17.544
H3,2,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,17.909
H4,2,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,12.755
H5,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.312
H6,2,MAN,500,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,12.065
H7,2,MAN,600,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.584
H8,2,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.114
H9,2,MAN,500,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.91
H10,2,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.246
H11,2,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.099
H12,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.716
H13,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.37
H14,2,MAN,500,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.462
H15,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,15.046
H16,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.198
H17,2,MAN,600,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.88
H18,2,MAN,600,10,Pt1,C2,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.244
H19,2,MAN,500,10,Pt1,Other,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,14.082
H20,2,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,16.546
H21,2,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,17.723
H22,2,MAN,600,10,Pt1,C1,MAN10,MAN10Pt1,21.6,47.6,1344.41318,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,WT,19
H1,1,MER,600,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,14.057
H2,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,14.035
H3,1,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.616
H4,1,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.797
H5,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.617
H6,1,MER,500,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.17
H7,1,MER,600,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.706
H8,1,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,13.816
H9,1,MER,500,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.403
H10,1,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.293
H11,1,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.56
H12,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.503
H13,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.379
H14,1,MER,500,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,13.147
H15,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.974
H16,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.192
H17,1,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.476
H18,1,MER,600,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.673
H19,1,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.175
H20,1,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,13.723
H21,1,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.362
H22,1,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.453
H1,2,MER,600,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.275
H2,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.972
H3,2,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.981
H4,2,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.649
H5,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.654
H6,2,MER,500,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.78
H7,2,MER,600,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.462
H8,2,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.932
H9,2,MER,500,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,8.973
H10,2,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.851
H11,2,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.075
H12,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.058
H13,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.049
H14,2,MER,500,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.559
H15,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.897
H16,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,9.1
H17,2,MER,600,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.521
H18,2,MER,600,10,Pt1,C2,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.175
H19,2,MER,500,10,Pt1,Other,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.827
H20,2,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,11.385
H21,2,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,12.33
H22,2,MER,600,10,Pt1,C1,MER10,MER10Pt1,22.5,70.2,807.5113303,26,70.6,981.8159947,28.8,72.3,1089.056649,30.9,68.4,1401.057633,CT,10.363
H1,1,ALT,600,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.534
H2,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,11.464
H3,1,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,11.621
H4,1,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,6.917
H5,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.62
H6,1,ALT,500,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,6.64
H7,1,ALT,600,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.439
H8,1,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,10.594
H9,1,ALT,500,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.364
H10,1,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.868
H11,1,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,12.347
H12,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.514
H13,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,12.431
H14,1,ALT,500,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.396
H15,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.149
H16,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,13.018
H17,1,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.754
H18,1,ALT,600,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.434
H19,1,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.549
H20,1,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,11.119
H21,1,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,13.614
H22,1,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,11.348
H1,2,ALT,600,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,10.915
H2,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.818
H3,2,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,10.706
H4,2,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,11.314
H5,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.943
H6,2,ALT,500,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.244
H7,2,ALT,600,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.798
H8,2,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,10.201
H9,2,ALT,500,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.312
H10,2,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,7.908
H11,2,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.136
H12,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.507
H13,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.915
H14,2,ALT,500,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,6.784
H15,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,6.699
H16,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,9.23
H17,2,ALT,600,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,10.025
H18,2,ALT,600,10,Pt2,C2,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,6.816
H19,2,ALT,500,10,Pt2,Other,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.6
H20,2,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,8.972
H21,2,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,10.477
H22,2,ALT,600,10,Pt2,C1,ALT10,ALT10Pt2,24.2,60.9,1173.51905,27.6,54.8,1657.720867,29.1,53.7,1852.075884,23.4,59.1,1170.100948,WT,12.908
H1,1,MAN,600,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,7.068
H2,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,11.617
H3,1,MAN,600,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,10.173
H4,1,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,8.682
H5,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,10.714
H6,1,MAN,500,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,6.579
H7,1,MAN,600,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,7.759
H8,1,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,9.221
H9,1,MAN,500,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,11.139
H10,1,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,9.907
H11,1,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,8.332
H12,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,7.372
H13,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,10.242
H14,1,MAN,500,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,6.289
H15,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,9.658
H16,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,7.643
H17,1,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,8.284
H18,1,MAN,600,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,6.737
H19,1,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,11.066
H20,1,MAN,600,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,11.663
H21,1,MAN,600,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,12.443
H22,1,MAN,600,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,11.494
H1,2,MAN,600,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,9.875
H2,2,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,12.924
H3,2,MAN,600,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,10.4
H4,2,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,8.953
H5,2,MAN,600,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,13.417
H6,2,MAN,500,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,8.094
H7,2,MAN,600,10,Pt2,C2,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,7.231
H8,2,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,10.851
H9,2,MAN,500,10,Pt2,C1,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,8.822
H10,2,MAN,500,10,Pt2,Other,MAN10,MAN10Pt2,24.8,52.6,1474.411424,28.7,44.5,2169.489611,30.7,42.6,2516.197142,24.5,46.1,1646.927546,WT,9.579
